task,lang,metric,baseline,method,n_queries,meandiff,t_stat,p_raw,p_adj_holm,reject
rat2rev,en,nDCG@100,bm25,qwen3-reranker-0.6b+bm25,113,0.04665423369095255,4.140903593587226,6.732712076053142e-05,0.0016158508982527541,True
rat2rev,en,nDCG@100,bm25,qwen3-reranker-4b+bm25,113,0.044731206666108136,3.8466719633117212,0.00019941916858819364,0.0035895450345874856,True
rat2rev,en,nDCG@100,bm25,qwen3-reranker-8b+bm25,113,0.05051356540763736,4.954408964314807,2.591964234553049e-06,8.035089127114452e-05,True
rat2rev,en,nDCG@100,bm25,rankgpt-gpt-4.1-mini+bm25,113,0.0465773644676908,4.288550062697798,3.829612871552152e-05,0.0009956993466035595,True
rat2rev,en,nDCG@100,bm25,rankgpt-gpt-4.1-nano+bm25,113,0.005821995204635398,0.8012067304456324,0.42470845158391257,1.0,False
rat2rev,en,nDCG@100,bm25,rankgpt-gpt-5.4-mini+bm25,113,0.05819455438944,4.804324588929024,4.852841118441731e-06,0.00014558523355325193,True
rat2rev,en,nDCG@1000,bm25,bge-m3,113,0.00026728677846701545,0.02029116593335006,0.9838472079483273,1.0,False
rat2rev,en,nDCG@1000,bm25,bge-reranker-v2-m3+bm25,113,-0.06175455595923045,-4.87740800499492,3.580751912453352e-06,7.519579016152039e-05,True
rat2rev,en,nDCG@1000,bm25,bm25+d2e,113,0.053950094535233056,6.823229388603668,4.78232910072364e-10,1.7216384762605104e-08,True
rat2rev,en,nDCG@1000,bm25,bm25+d2q,113,0.0039388752176703744,1.2527532831403254,0.21290484095288562,1.0,False
rat2rev,en,nDCG@1000,bm25,bm25+q2d_zs.gpt-4.1-mini,113,0.0005796670085037862,0.45205199048379735,0.6521058056247282,1.0,False
rat2rev,en,nDCG@1000,bm25,bm25+q2d_zs.qwen3.5-9b,113,-0.0029694510891930654,-2.2032146175829492,0.02962682499571329,0.41477554993998605,False
rat2rev,en,nDCG@1000,bm25,bm25+q2e_zs.gpt-4.1-mini,113,0.004767302455518857,4.605725906272629,1.0933710699336531e-05,0.0002077405032873941,True
rat2rev,en,nDCG@1000,bm25,bm25+q2e_zs.qwen3.5-9b,113,0.002886842270782013,2.444580616276979,0.0160610512948501,0.24091576942275147,False
rat2rev,en,nDCG@1000,bm25,bm25+task_q2e.gpt-4.1-mini,113,0.003240837910635015,5.250744150568772,7.278198761547012e-07,2.0378956532331634e-05,True
rat2rev,en,nDCG@1000,bm25,bm25+task_q2e.qwen3.5-9b,113,0.0023138623075064854,4.83403064997739,4.290163170431947e-06,8.580326340863894e-05,True
rat2rev,en,nDCG@1000,bm25,jina-reranker-v2+bm25,113,-0.017391684587192535,-1.2997220123835318,0.1963649926110909,1.0,False
rat2rev,en,nDCG@1000,bm25,jina-v3,113,0.08467040461653433,5.234035890357451,7.827003101407254e-07,2.0378956532331634e-05,True
rat2rev,en,nDCG@1000,bm25,jina-v3+d2e,113,0.10583993390835687,5.690144421327995,1.0300702008614447e-07,3.296224642756623e-06,True
rat2rev,en,nDCG@1000,bm25,jina-v3+d2q,113,0.04602208205890901,2.952129545212565,0.0038452810359427634,0.06536977761102698,False
rat2rev,en,nDCG@1000,bm25,jina-v3+q2d_zs.gpt-4.1-mini,113,0.0807080504824783,5.309317642829742,5.635267126515983e-07,1.634227466689635e-05,True
rat2rev,en,nDCG@1000,bm25,jina-v3+q2d_zs.qwen3.5-9b,113,0.08040478893341574,5.185208859378659,9.672582551332348e-07,2.418145637833087e-05,True
rat2rev,en,nDCG@1000,bm25,jina-v3+q2e_zs.gpt-4.1-mini,113,0.08039707854595572,4.988007094300595,2.2490386300757126e-06,5.172788849174139e-05,True
rat2rev,en,nDCG@1000,bm25,jina-v3+q2e_zs.qwen3.5-9b,113,0.07708603534562235,4.954654414372996,2.589283580025305e-06,5.6964238760556714e-05,True
rat2rev,en,nDCG@1000,bm25,jina-v3+task_q2e.gpt-4.1-mini,113,0.08684791594624792,5.3832062118439,4.072038201899114e-07,1.2216114605697341e-05,True
rat2rev,en,nDCG@1000,bm25,jina-v3+task_q2e.qwen3.5-9b,113,0.09149758598681476,5.705514572793472,9.605811197684116e-08,3.1699176952357583e-06,True
rat2rev,en,nDCG@1000,bm25,mcontriever,113,-0.06364994225819669,-5.153488496955477,1.1092292546253743e-06,2.662150211100898e-05,True
rat2rev,en,nDCG@1000,bm25,mcontriever-maxp-both,113,-0.04353437803524842,-3.9426224165520383,0.00014076284418589443,0.0025337311953460995,True
rat2rev,en,nDCG@1000,bm25,mcontriever-maxp-doc,113,-0.05806888690383874,-5.432239058920799,3.2779709497046984e-07,1.0161709944084565e-05,True
rat2rev,en,nDCG@1000,bm25,mcontriever-maxp-q,113,-0.036853562672016324,-2.892125368068502,0.004598173753119873,0.07357078004991797,False
rat2rev,en,nDCG@1000,bm25,mdpr,113,-0.11327363195551653,-6.7935512444143304,5.533136901053957e-10,1.9365979153688847e-08,True
rat2rev,en,nDCG@1000,bm25,mdpr-maxp-both,113,-0.10501145278402287,-7.0113464923336055,1.8873558875287787e-10,6.983216783856481e-09,True
rat2rev,en,nDCG@1000,bm25,mdpr-maxp-doc,113,-0.11159403986941674,-7.3038345093701285,4.3702319787791244e-11,1.6606881519360673e-09,True
rat2rev,en,nDCG@1000,bm25,mdpr-maxp-q,113,-0.10533568398215419,-6.4009801552865815,3.7188854113552906e-09,1.2644210398607988e-07,True
rat2rev,en,nDCG@1000,bm25,me5-base,113,-0.0017670342693008585,-0.13474634525037546,0.8930542837951054,1.0,False
rat2rev,en,nDCG@1000,bm25,me5-base-maxp-both,113,0.017469460945922576,1.5596504951598704,0.12166378989931938,1.0,False
rat2rev,en,nDCG@1000,bm25,me5-base-maxp-doc,113,-0.0032796128011480354,-0.2714379174858135,0.7865539200226079,1.0,False
rat2rev,en,nDCG@1000,bm25,me5-base-maxp-q,113,0.017647134327140875,1.4146298152940762,0.159951193032632,1.0,False
rat2rev,en,nDCG@1000,bm25,qwen3-reranker-0.6b+bm25,113,-0.004477767335991759,-0.3640875174694598,0.7164790931573823,1.0,False
rat2rev,en,nDCG@1000,bm25,qwen3-reranker-4b+bm25,113,-0.00643079734665124,-0.5048151116633456,0.6146805314566626,1.0,False
rat2rev,en,nDCG@1000,bm25,qwen3-reranker-8b+bm25,113,-0.0006164924266233346,-0.054577958674186085,0.956571936313306,1.0,False
rat2rev,en,nDCG@1000,bm25,rankgpt-gpt-4.1-mini+bm25,113,-0.004575303693495405,-0.38200896775177867,0.7031785733143536,1.0,False
rat2rev,en,nDCG@1000,bm25,rankgpt-gpt-4.1-nano+bm25,113,-0.04533100225115848,-5.2424388495116805,7.546130144671385e-07,2.0378956532331634e-05,True
rat2rev,en,nDCG@1000,bm25,rankgpt-gpt-5.4-mini+bm25,113,0.006999353855246624,0.528736188100919,0.5980347197231327,1.0,False
rat2rev,en,AP,bm25,bge-m3,113,-0.004502156578326099,-0.5184207569298275,0.6051874362253287,1.0,False
rat2rev,en,AP,bm25,bge-reranker-v2-m3+bm25,113,-0.016541729966636172,-1.4618401365981073,0.146585200514879,1.0,False
rat2rev,en,AP,bm25,bm25+d2e,113,0.020435341271542107,4.472881147363257,1.8607792058265177e-05,0.0007070960982140767,True
rat2rev,en,AP,bm25,bm25+d2q,113,-0.0011748269075935534,-0.6726568087137347,0.502551104883727,1.0,False
rat2rev,en,AP,bm25,bm25+q2d_zs.gpt-4.1-mini,113,0.0004574371402778582,0.5474843502805651,0.5851353767282865,1.0,False
rat2rev,en,AP,bm25,bm25+q2d_zs.qwen3.5-9b,113,-0.0011446105319534005,-1.3194590284155552,0.18970664458440284,1.0,False
rat2rev,en,AP,bm25,bm25+q2e_zs.gpt-4.1-mini,113,0.0019019390771104335,2.9297032016348066,0.00411228691552358,0.09458259905704235,False
rat2rev,en,AP,bm25,bm25+q2e_zs.qwen3.5-9b,113,0.002195492266113302,2.1513471648165945,0.033597170407880246,0.403166044894563,False
rat2rev,en,AP,bm25,bm25+task_q2e.gpt-4.1-mini,113,0.0013367114439383676,2.8605523963333974,0.005046562815826694,0.1067368415675181,False
rat2rev,en,AP,bm25,bm25+task_q2e.qwen3.5-9b,113,0.0013286485668780328,2.4696921037398205,0.015031659755264567,0.24050655608423308,False
rat2rev,en,AP,bm25,jina-reranker-v2+bm25,113,0.02637233631979618,2.214210495364936,0.028839708549563796,0.3749162111443293,False
rat2rev,en,AP,bm25,jina-v3,113,0.03030169725505004,2.5646990968044214,0.01164955115254822,0.19804236959331975,False
rat2rev,en,AP,bm25,jina-v3+d2e,113,0.04385550095064428,3.164346665496034,0.002001579783692992,0.052041074376017786,False
rat2rev,en,AP,bm25,jina-v3+d2q,113,0.01681068892267709,1.4456495157021376,0.15106793363428278,1.0,False
rat2rev,en,AP,bm25,jina-v3+q2d_zs.gpt-4.1-mini,113,0.030383006167813784,2.8185432899475984,0.005705294586983406,0.11410589173966812,False
rat2rev,en,AP,bm25,jina-v3+q2d_zs.qwen3.5-9b,113,0.03056893462859135,2.689191526814641,0.008257255713583846,0.14863060284450924,False
rat2rev,en,AP,bm25,jina-v3+q2e_zs.gpt-4.1-mini,113,0.028642268748653957,2.4308871920074133,0.016648450435365336,0.24972675653048004,False
rat2rev,en,AP,bm25,jina-v3+q2e_zs.qwen3.5-9b,113,0.025882938677715545,2.337704777818019,0.021178411506631106,0.2964977610928355,False
rat2rev,en,AP,bm25,jina-v3+task_q2e.gpt-4.1-mini,113,0.03362404193429129,2.873945726025094,0.0048516746167053685,0.1067368415675181,False
rat2rev,en,AP,bm25,jina-v3+task_q2e.qwen3.5-9b,113,0.03686712068848915,3.2206604901258125,0.0016742939418638346,0.045205936430323536,True
rat2rev,en,AP,bm25,mcontriever,113,-0.04182386671174743,-4.0305074002969175,0.00010180830945655162,0.003357284974956808,True
rat2rev,en,AP,bm25,mcontriever-maxp-both,113,-0.02760858759177546,-3.125421393172012,0.0022615816624205897,0.056539541560514744,False
rat2rev,en,AP,bm25,mcontriever-maxp-doc,113,-0.03463301136469403,-4.030698996609484,0.00010173590833202448,0.003357284974956808,True
rat2rev,en,AP,bm25,mcontriever-maxp-q,113,-0.028209057286022278,-2.717557147997084,0.007622237388847256,0.14482251038809787,False
rat2rev,en,AP,bm25,mdpr,113,-0.046533019677823015,-3.9649545777676045,0.00012969601985479877,0.004020576615498762,True
rat2rev,en,AP,bm25,mdpr-maxp-both,113,-0.04399291423030984,-4.227627825099793,4.8408814759287234e-05,0.001645899701815766,True
rat2rev,en,AP,bm25,mdpr-maxp-doc,113,-0.044616100177404285,-4.279811565632757,3.96103811292846e-05,0.0014113297677222855,True
rat2rev,en,AP,bm25,mdpr-maxp-q,113,-0.04493813712620493,-3.8006002783558865,0.00023524744409148275,0.006822175878653,True
rat2rev,en,AP,bm25,me5-base,113,-0.00927750175659957,-0.9384536659112603,0.35003072329901047,1.0,False
rat2rev,en,AP,bm25,me5-base-maxp-both,113,0.005287772696346883,0.5663444487369984,0.5722927525004069,1.0,False
rat2rev,en,AP,bm25,me5-base-maxp-doc,113,-0.004521489648603512,-0.4844725792616849,0.6289966129022565,1.0,False
rat2rev,en,AP,bm25,me5-base-maxp-q,113,0.0005699684763342533,0.05689562364973111,0.9547297199906761,1.0,False
rat2rev,en,AP,bm25,qwen3-reranker-0.6b+bm25,113,0.038648408332466175,3.447559207029338,0.0007977544360820357,0.022337124210297002,True
rat2rev,en,AP,bm25,qwen3-reranker-4b+bm25,113,0.03625113700211193,3.117960439643586,0.002314867416680006,0.056539541560514744,False
rat2rev,en,AP,bm25,qwen3-reranker-8b+bm25,113,0.044161620218285215,4.282486057169951,3.9203604658952374e-05,0.0014113297677222855,True
rat2rev,en,AP,bm25,rankgpt-gpt-4.1-mini+bm25,113,0.03946380616500177,3.814963225543298,0.00022346831299254342,0.0067040493897763025,True
rat2rev,en,AP,bm25,rankgpt-gpt-4.1-nano+bm25,113,-0.0004562634766448644,-0.06416992617436366,0.9489493145980094,1.0,False
rat2rev,en,AP,bm25,rankgpt-gpt-5.4-mini+bm25,113,0.05208940377957946,4.381479112024691,2.6678138827355767e-05,0.0009870911366121635,True
rev2rev,en,R@10,bm25,bge-m3,503,-0.01826841143485922,-2.74936671468542,0.006186326831897064,0.14847184396552954,False
rev2rev,en,R@10,bm25,bge-reranker-v2-m3+bm25,503,-0.05711057904015187,-6.923104634267095,1.3558771058589176e-11,4.60998215992032e-10,True
rev2rev,en,R@10,bm25,bm25+d2e,503,0.004602072238491744,1.4020884007633634,0.16150688664872967,1.0,False
rev2rev,en,R@10,bm25,bm25+d2q,503,-0.0010660458487922783,-0.5326158360071731,0.5945352100232953,1.0,False
rev2rev,en,R@10,bm25,bm25+q2d_zs.gpt-4.1-mini,503,0.001576144804276017,1.2873911984932234,0.19855119147245331,1.0,False
rev2rev,en,R@10,bm25,bm25+q2d_zs.qwen3.5-9b,503,0.0012051354341652797,0.5217765356826195,0.6020560614292474,1.0,False
rev2rev,en,R@10,bm25,bm25+q2e_zs.gpt-4.1-mini,503,0.0053601130266140206,2.257520468939809,0.024404426315393142,0.4880885263078628,False
rev2rev,en,R@10,bm25,bm25+q2e_zs.qwen3.5-9b,503,0.0041316272056828715,1.7770143342237645,0.07617132713823482,1.0,False
rev2rev,en,R@10,bm25,bm25+task_q2e.gpt-4.1-mini,503,0.001849091633027338,1.7124500087217085,0.08743130132422651,1.0,False
rev2rev,en,R@10,bm25,bm25+task_q2e.qwen3.5-9b,503,0.000242507769982242,0.313270860151344,0.7542050015312308,1.0,False
rev2rev,en,R@10,bm25,jina-reranker-v2+bm25,503,-0.0035709100170803793,-0.6399798983488958,0.5224776383402203,1.0,False
rev2rev,en,R@10,bm25,jina-v3,503,0.005931234978479603,0.7786541835139488,0.43655032275023553,1.0,False
rev2rev,en,R@10,bm25,jina-v3+d2e,503,-0.012376540958442333,-1.7658088809005594,0.07803572917299259,1.0,False
rev2rev,en,R@10,bm25,jina-v3+d2q,503,-0.01639987421379957,-2.465159137230754,0.014028817235913874,0.3226627964260191,False
rev2rev,en,R@10,bm25,jina-v3+q2d_zs.gpt-4.1-mini,503,-0.0017552858018895794,-0.24270591633202973,0.80833235494374,1.0,False
rev2rev,en,R@10,bm25,jina-v3+q2d_zs.qwen3.5-9b,503,-0.002514084342264914,-0.3587194950488541,0.7199557560592,1.0,False
rev2rev,en,R@10,bm25,jina-v3+q2e_zs.gpt-4.1-mini,503,0.004965068095433375,0.7014859260514654,0.4833248790926135,1.0,False
rev2rev,en,R@10,bm25,jina-v3+q2e_zs.qwen3.5-9b,503,-0.0004652118265167963,-0.06680156078634715,0.9467662770175646,1.0,False
rev2rev,en,R@10,bm25,jina-v3+task_q2e.gpt-4.1-mini,503,0.007673442458943682,1.031678018755665,0.30271975612367463,1.0,False
rev2rev,en,R@10,bm25,jina-v3+task_q2e.qwen3.5-9b,503,0.006799595786488223,0.8765935463967595,0.38112672515958235,1.0,False
rev2rev,en,R@10,bm25,mcontriever,503,-0.03377678296963288,-5.081577244585665,5.289532611048486e-07,1.7455457616460003e-05,True
rev2rev,en,R@10,bm25,mcontriever-maxp-both,503,-0.03211657133599989,-4.3871711164724125,1.4003057931022966e-05,0.000420091737930689,True
rev2rev,en,R@10,bm25,mcontriever-maxp-doc,503,-0.024618437957773992,-4.037913098363271,6.235913133762212e-05,0.0016836965461157973,True
rev2rev,en,R@10,bm25,mcontriever-maxp-q,503,-0.03044410777392535,-4.362664841114757,1.560318929362221e-05,0.0004524924895150441,True
rev2rev,en,R@10,bm25,mdpr,503,-0.06408830554937571,-8.794171348195997,2.312165810169915e-17,8.555013497628686e-16,True
rev2rev,en,R@10,bm25,mdpr-maxp-both,503,-0.06351992827665946,-9.120010757427734,1.811117508441463e-18,6.88224653207756e-17,True
rev2rev,en,R@10,bm25,mdpr-maxp-doc,503,-0.058280596946044066,-8.772501914885801,2.732561948536767e-17,9.837223014732361e-16,True
rev2rev,en,R@10,bm25,mdpr-maxp-q,503,-0.06373338268104922,-8.768099320375484,2.8267977652233e-17,9.89379217828155e-16,True
rev2rev,en,R@10,bm25,me5-base,503,-0.02627005799102317,-4.107732223050624,4.6649957370648775e-05,0.0013061988063781658,True
rev2rev,en,R@10,bm25,me5-base-maxp-both,503,-0.04117465372861561,-4.994944913810997,8.137001797516355e-07,2.52247055723007e-05,True
rev2rev,en,R@10,bm25,me5-base-maxp-doc,503,-0.01995533956237772,-3.072368478245221,0.00223899693111251,0.055974923277812755,False
rev2rev,en,R@10,bm25,me5-base-maxp-q,503,-0.03563963376070738,-5.040332118287119,6.498380543364342e-07,2.0794817738765893e-05,True
rev2rev,en,R@10,bm25,qwen3-reranker-0.6b+bm25,503,0.013351423858420579,2.3312651372698032,0.02013430702968259,0.4228204476233344,False
rev2rev,en,R@10,bm25,qwen3-reranker-4b+bm25,503,0.0032575054135321026,0.5362517840404507,0.5920220860441667,1.0,False
rev2rev,en,R@10,bm25,qwen3-reranker-8b+bm25,503,0.009600252859733111,1.6904143209785265,0.09156949284611268,1.0,False
rev2rev,en,R@10,bm25,rankgpt-gpt-4.1-mini+bm25,503,0.004532193693277802,0.7819736728279971,0.4345987123317943,1.0,False
rev2rev,en,R@10,bm25,rankgpt-gpt-4.1-nano+bm25,503,-0.013067226019631263,-2.4272197885388365,0.015565826494460392,0.3424481828781286,False
rev2rev,en,R@10,bm25,rankgpt-gpt-5.4-mini+bm25,503,0.019905255418475775,3.233767565775034,0.0013021061129318244,0.033854758936227435,True
rev2rev,en,R@100,bm25,bge-m3,503,-0.004963493927171613,-0.5863471506468887,0.5579058028741122,1.0,False
rev2rev,en,R@100,bm25,bge-reranker-v2-m3+bm25,503,0.0,0.0,1.0,1.0,False
rev2rev,en,R@100,bm25,bm25+d2e,503,0.014893087050520275,3.2774183262145637,0.0011201616033939535,0.028004040084848837,True
rev2rev,en,R@100,bm25,bm25+d2q,503,0.0007541829403367405,0.22760589576943474,0.8200453047896581,1.0,False
rev2rev,en,R@100,bm25,bm25+q2d_zs.gpt-4.1-mini,503,0.0009281815241653296,0.3215771800170961,0.7479068863521128,1.0,False
rev2rev,en,R@100,bm25,bm25+q2d_zs.qwen3.5-9b,503,-0.00433920162916549,-2.808854867667821,0.005165616607991468,0.10331233215982936,False
rev2rev,en,R@100,bm25,bm25+q2e_zs.gpt-4.1-mini,503,0.005085937190717189,1.799287088300748,0.07257370210546411,1.0,False
rev2rev,en,R@100,bm25,bm25+q2e_zs.qwen3.5-9b,503,0.0010558190745448722,0.5182682128989787,0.604499494012237,1.0,False
rev2rev,en,R@100,bm25,bm25+task_q2e.gpt-4.1-mini,503,0.004340559288390893,1.7834310537117215,0.07512020403528023,1.0,False
rev2rev,en,R@100,bm25,bm25+task_q2e.qwen3.5-9b,503,0.0001940543568160026,0.12948987641499976,0.8970219010101393,1.0,False
rev2rev,en,R@100,bm25,jina-reranker-v2+bm25,503,0.0,0.0,1.0,1.0,False
rev2rev,en,R@100,bm25,jina-v3,503,0.028774936492615425,3.387096569801394,0.0007618184325656305,0.020569097679272022,True
rev2rev,en,R@100,bm25,jina-v3+d2e,503,0.020157362117708667,2.106943322273132,0.035618007267786266,0.6073814977485347,False
rev2rev,en,R@100,bm25,jina-v3+d2q,503,-0.02799651344198323,-3.155947982364733,0.0016958390869856793,0.03900429900067062,True
rev2rev,en,R@100,bm25,jina-v3+q2d_zs.gpt-4.1-mini,503,0.01804286104057625,2.128963515507963,0.03374341654158526,0.6073814977485347,False
rev2rev,en,R@100,bm25,jina-v3+q2d_zs.qwen3.5-9b,503,0.014153362844290855,1.653220848968216,0.09891111567393406,1.0,False
rev2rev,en,R@100,bm25,jina-v3+q2e_zs.gpt-4.1-mini,503,0.030826628895860717,3.6199791233689105,0.00032452060746335156,0.009411097616437195,True
rev2rev,en,R@100,bm25,jina-v3+q2e_zs.qwen3.5-9b,503,0.0250271246938072,2.8660757471803113,0.004330390071324176,0.09526858156913187,False
rev2rev,en,R@100,bm25,jina-v3+task_q2e.gpt-4.1-mini,503,0.036531764471257035,4.177738569948224,3.472488910511982e-05,0.0011111964513638342,True
rev2rev,en,R@100,bm25,jina-v3+task_q2e.qwen3.5-9b,503,0.0394381126912454,4.537611925468739,7.126983780566056e-06,0.00023519046475867984,True
rev2rev,en,R@100,bm25,mcontriever,503,-0.05006925381544007,-5.600868480861734,3.518075551633599e-08,1.1961456875554237e-06,True
rev2rev,en,R@100,bm25,mcontriever-maxp-both,503,-0.02785586646095398,-3.2244546992442173,0.0013443071637000183,0.03226337192880044,True
rev2rev,en,R@100,bm25,mcontriever-maxp-doc,503,-0.033424765184340136,-3.813754303988818,0.00015391001275389565,0.004617300382616869,True
rev2rev,en,R@100,bm25,mcontriever-maxp-q,503,-0.03525060218557553,-4.096743481657098,4.8843912581499355e-05,0.00151416129002648,True
rev2rev,en,R@100,bm25,mdpr,503,-0.13132880149117238,-13.843850832232906,3.788834272566559e-37,1.4018686808496268e-35,True
rev2rev,en,R@100,bm25,mdpr-maxp-both,503,-0.12373885794024742,-13.25969174322216,1.285242951540066e-34,4.626874625544238e-33,True
rev2rev,en,R@100,bm25,mdpr-maxp-doc,503,-0.11921244947882452,-12.975006206868564,2.1070888769234845e-33,7.374811069232196e-32,True
rev2rev,en,R@100,bm25,mdpr-maxp-q,503,-0.13371486368013985,-13.848306811576919,3.622562561294761e-37,1.3765737732920093e-35,True
rev2rev,en,R@100,bm25,me5-base,503,-0.026774431522219155,-3.4222145232982735,0.0006718597065128068,0.01881207178235859,True
rev2rev,en,R@100,bm25,me5-base-maxp-both,503,-0.023626275957606534,-3.3016363360609673,0.0010296819944821721,0.026771731856536474,True
rev2rev,en,R@100,bm25,me5-base-maxp-doc,503,-0.020793948474941322,-2.8452463789385836,0.0046190537776802446,0.09700012933128513,False
rev2rev,en,R@100,bm25,me5-base-maxp-q,503,-0.02106262190277762,-2.773548357198269,0.005751249071949364,0.10927373236703791,False
rev2rev,en,R@100,bm25,qwen3-reranker-0.6b+bm25,503,0.0,0.0,1.0,1.0,False
rev2rev,en,R@100,bm25,qwen3-reranker-4b+bm25,503,0.0,0.0,1.0,1.0,False
rev2rev,en,R@100,bm25,qwen3-reranker-8b+bm25,503,0.0,0.0,1.0,1.0,False
rev2rev,en,R@100,bm25,rankgpt-gpt-4.1-mini+bm25,503,0.0,0.0,1.0,1.0,False
rev2rev,en,R@100,bm25,rankgpt-gpt-4.1-nano+bm25,503,0.0,0.0,1.0,1.0,False
rev2rev,en,R@100,bm25,rankgpt-gpt-5.4-mini+bm25,503,0.0,0.0,1.0,1.0,False
rev2rev,en,R@1000,bm25,bge-m3,503,0.02612686827064882,2.7424745935550976,0.006315660538881184,0.08841924754433658,False
rev2rev,en,R@1000,bm25,bge-reranker-v2-m3+bm25,503,-0.1678225462482875,-20.134770984572874,1.5607207855896754e-66,5.930738985240766e-65,True
rev2rev,en,R@1000,bm25,bm25+d2e,503,0.03882856361782673,7.492600165029458,3.0690646083140664e-13,7.36575505995376e-12,True
rev2rev,en,R@1000,bm25,bm25+d2q,503,0.00905788519226949,2.67636948697494,0.007685811792393978,0.09991555330112172,False
rev2rev,en,R@1000,bm25,bm25+q2d_zs.gpt-4.1-mini,503,0.0013221343052559017,0.9075436895661936,0.364554798561628,1.0,False
rev2rev,en,R@1000,bm25,bm25+q2d_zs.qwen3.5-9b,503,-0.0036002147278551408,-2.273915535465404,0.02339240897490682,0.257316498723975,False
rev2rev,en,R@1000,bm25,bm25+q2e_zs.gpt-4.1-mini,503,0.00536792825577524,4.179693529215474,3.443771797677562e-05,0.0005854412056051855,True
rev2rev,en,R@1000,bm25,bm25+q2e_zs.qwen3.5-9b,503,0.003854934984936343,2.399515367759504,0.016780262172097927,0.20136314606517514,False
rev2rev,en,R@1000,bm25,bm25+task_q2e.gpt-4.1-mini,503,0.005127579509883037,3.580295762216302,0.000376567977954403,0.006025087647270448,True
rev2rev,en,R@1000,bm25,bm25+task_q2e.qwen3.5-9b,503,0.0027471235977193555,1.6384500910345898,0.10195440407038624,1.0,False
rev2rev,en,R@1000,bm25,jina-reranker-v2+bm25,503,-0.1678225462482875,-20.134770984572874,1.5607207855896754e-66,5.930738985240766e-65,True
rev2rev,en,R@1000,bm25,jina-v3,503,0.06486212629086928,7.055438208081095,5.740780193044224e-12,1.2055638405392871e-10,True
rev2rev,en,R@1000,bm25,jina-v3+d2e,503,0.07031395070036711,7.326883600647986,9.46531116878741e-13,2.1770215688211043e-11,True
rev2rev,en,R@1000,bm25,jina-v3+d2q,503,-0.007916880116773137,-0.8774905812368325,0.3806399838702527,1.0,False
rev2rev,en,R@1000,bm25,jina-v3+q2d_zs.gpt-4.1-mini,503,0.05364385827019033,5.906872998781751,6.434620329857494e-09,1.222577862672924e-07,True
rev2rev,en,R@1000,bm25,jina-v3+q2d_zs.qwen3.5-9b,503,0.049428100688482635,5.36338387416318,1.2486589343253283e-07,2.247586081785591e-06,True
rev2rev,en,R@1000,bm25,jina-v3+q2e_zs.gpt-4.1-mini,503,0.06610076184136587,7.301190893810705,1.1251581129182246e-12,2.475347848420094e-11,True
rev2rev,en,R@1000,bm25,jina-v3+q2e_zs.qwen3.5-9b,503,0.06453963648966281,6.957357088262687,1.0867846693808121e-11,2.1735693387616244e-10,True
rev2rev,en,R@1000,bm25,jina-v3+task_q2e.gpt-4.1-mini,503,0.07871608310744889,8.108022709188354,3.965400592438731e-15,1.0310041540340701e-13,True
rev2rev,en,R@1000,bm25,jina-v3+task_q2e.qwen3.5-9b,503,0.0756400285852841,7.773713857035991,4.347258981874882e-14,1.0868147454687206e-12,True
rev2rev,en,R@1000,bm25,mcontriever,503,-0.029121192597093493,-2.965696873562858,0.0031637745979101253,0.04745661896865188,True
rev2rev,en,R@1000,bm25,mcontriever-maxp-both,503,0.001420245341231539,0.17407599421630338,0.8618759150696549,1.0,False
rev2rev,en,R@1000,bm25,mcontriever-maxp-doc,503,-0.005966357073681118,-0.7077940651730926,0.4794016299711053,1.0,False
rev2rev,en,R@1000,bm25,mcontriever-maxp-q,503,-0.012820073505890636,-1.39834209049473,0.16262779751619932,1.0,False
rev2rev,en,R@1000,bm25,mdpr,503,-0.15820056637285232,-15.21624576514757,2.857961612779486e-43,8.573884838338457e-42,True
rev2rev,en,R@1000,bm25,mdpr-maxp-both,503,-0.15163848685703707,-14.657227254171996,9.496352525346824e-41,2.5640151818436426e-39,True
rev2rev,en,R@1000,bm25,mdpr-maxp-doc,503,-0.15348052594169198,-14.9062898662987,7.219869882418048e-42,2.0215635670770533e-40,True
rev2rev,en,R@1000,bm25,mdpr-maxp-q,503,-0.15733286922925024,-14.92062782018195,6.221437597459901e-42,1.8042169032633714e-40,True
rev2rev,en,R@1000,bm25,me5-base,503,-0.013908634480614858,-1.5433074781335505,0.12338631266773227,1.0,False
rev2rev,en,R@1000,bm25,me5-base-maxp-both,503,0.0011648062137198341,0.1375476736746645,0.8906530633963425,1.0,False
rev2rev,en,R@1000,bm25,me5-base-maxp-doc,503,-0.007825931047582531,-0.9476186281684327,0.3437795706422084,1.0,False
rev2rev,en,R@1000,bm25,me5-base-maxp-q,503,-0.005129841806118508,-0.5569093365978615,0.5778375695698162,1.0,False
rev2rev,en,R@1000,bm25,qwen3-reranker-0.6b+bm25,503,-0.1678225462482875,-20.134770984572874,1.5607207855896754e-66,5.930738985240766e-65,True
rev2rev,en,R@1000,bm25,qwen3-reranker-4b+bm25,503,-0.1678225462482875,-20.134770984572874,1.5607207855896754e-66,5.930738985240766e-65,True
rev2rev,en,R@1000,bm25,qwen3-reranker-8b+bm25,503,-0.1678225462482875,-20.134770984572874,1.5607207855896754e-66,5.930738985240766e-65,True
