task,lang,metric,baseline,method,n_queries,meandiff,t_stat,p_raw,p_adj_holm,reject
rat2rev,ja,R@1000,jina-v3,mcontriever-maxp-both,121,-0.020790867063978372,-2.1074532884858588,0.03715999307811681,0.5573998961717521,False
rat2rev,ja,R@1000,jina-v3,mcontriever-maxp-doc,121,-0.020790867063978372,-2.1074532884858588,0.03715999307811681,0.5573998961717521,False
rat2rev,ja,R@1000,jina-v3,mcontriever-maxp-q,121,-0.029155734211851685,-2.8623715306207442,0.0049631663172061535,0.08933699370971077,False
rat2rev,ja,R@1000,jina-v3,mdpr,121,-0.11639349515361483,-6.4642731079318185,2.2908245747937483e-09,6.872473724381245e-08,True
rat2rev,ja,R@1000,jina-v3,mdpr-maxp-both,121,-0.10110335029478576,-5.856096546223485,4.2294565317316395e-08,1.184247828884859e-06,True
rat2rev,ja,R@1000,jina-v3,mdpr-maxp-doc,121,-0.10110335029478576,-5.856096546223485,4.2294565317316395e-08,1.184247828884859e-06,True
rat2rev,ja,R@1000,jina-v3,mdpr-maxp-q,121,-0.11639349515361483,-6.4642731079318185,2.2908245747937483e-09,6.872473724381245e-08,True
rat2rev,ja,R@1000,jina-v3,me5-base,121,-0.07223985256955909,-4.854599867180151,3.6713751867987306e-06,9.178437966996826e-05,True
rat2rev,ja,R@1000,jina-v3,me5-base-maxp-both,121,-0.05669999504257692,-4.05517427460604,8.942983336023163e-05,0.0020568861672853275,True
rat2rev,ja,R@1000,jina-v3,me5-base-maxp-doc,121,-0.05669999504257692,-4.05517427460604,8.942983336023163e-05,0.0020568861672853275,True
rat2rev,ja,R@1000,jina-v3,me5-base-maxp-q,121,-0.07223985256955909,-4.854599867180151,3.6713751867987306e-06,9.178437966996826e-05,True
rat2rev,ja,R@1000,jina-v3,qwen3-reranker-0.6b+bm25,121,-0.2854557186027121,-12.302952250195283,5.2881501372066825e-23,2.009497052138539e-21,True
rat2rev,ja,R@1000,jina-v3,qwen3-reranker-4b+bm25,121,-0.2854557186027121,-12.302952250195283,5.2881501372066825e-23,2.009497052138539e-21,True
rat2rev,ja,R@1000,jina-v3,qwen3-reranker-8b+bm25,121,-0.2854557186027121,-12.302952250195283,5.2881501372066825e-23,2.009497052138539e-21,True
rat2rev,ja,R@1000,jina-v3,rankgpt-gpt-4.1-mini+bm25,121,-0.2854557186027121,-12.302952250195283,5.2881501372066825e-23,2.009497052138539e-21,True
rat2rev,ja,R@1000,jina-v3,rankgpt-gpt-4.1-nano+bm25,121,-0.2854557186027121,-12.302952250195283,5.2881501372066825e-23,2.009497052138539e-21,True
rat2rev,ja,R@1000,jina-v3,rankgpt-gpt-5.4-mini+bm25,121,-0.2854557186027121,-12.302952250195283,5.2881501372066825e-23,2.009497052138539e-21,True
rat2rev,ja,nDCG@10,jina-v3,bge-m3,121,-0.030212930443436148,-1.6938378479158047,0.09289021285356298,1.0,False
rat2rev,ja,nDCG@10,jina-v3,bge-reranker-v2-m3+bm25,121,0.03363045465366954,1.7656248225329911,0.0800022263913253,1.0,False
rat2rev,ja,nDCG@10,jina-v3,bm25,121,0.002895797144324442,0.1567675284668878,0.875691514427512,1.0,False
rat2rev,ja,nDCG@10,jina-v3,bm25+d2e,121,0.029672446779604855,1.6326221716354539,0.10516982935978103,1.0,False
rat2rev,ja,nDCG@10,jina-v3,bm25+d2q,121,0.014725138916429896,0.7973698278082303,0.426811217326506,1.0,False
rat2rev,ja,nDCG@10,jina-v3,bm25+q2d_zs.gpt-4.1-mini,121,0.00269669232668982,0.14710443098822434,0.8832964573327928,1.0,False
rat2rev,ja,nDCG@10,jina-v3,bm25+q2d_zs.qwen3.5-9b,121,0.0006339649171123523,0.03541097304184714,0.9718108720331744,1.0,False
rat2rev,ja,nDCG@10,jina-v3,bm25+q2e_zs.gpt-4.1-mini,121,0.006913863202310109,0.3759849043794503,0.7075919917562125,1.0,False
rat2rev,ja,nDCG@10,jina-v3,bm25+q2e_zs.qwen3.5-9b,121,0.007054436531506086,0.3927641047086197,0.6951905381429204,1.0,False
rat2rev,ja,nDCG@10,jina-v3,bm25+task_q2e.gpt-4.1-mini,121,0.008744614689690513,0.48708064632487913,0.6270897294164496,1.0,False
rat2rev,ja,nDCG@10,jina-v3,bm25+task_q2e.qwen3.5-9b,121,0.011127800039194209,0.6016529144293501,0.5485401859942127,1.0,False
rat2rev,ja,nDCG@10,jina-v3,jina-reranker-v2+bm25,121,-0.029512397579137716,-1.6895178766710446,0.09371675852729826,1.0,False
rat2rev,ja,nDCG@10,jina-v3,jina-v3+d2e,121,0.003589669607695324,0.45474411206901005,0.6501149248401191,1.0,False
rat2rev,ja,nDCG@10,jina-v3,jina-v3+d2q,121,-0.02114035009262175,-2.142183598106821,0.03419923833977903,0.9233794351740339,False
rat2rev,ja,nDCG@10,jina-v3,jina-v3+q2d_zs.gpt-4.1-mini,121,-0.015308383024821338,-2.205576354822694,0.029318875902697984,0.8209285252755435,False
rat2rev,ja,nDCG@10,jina-v3,jina-v3+q2d_zs.qwen3.5-9b,121,-0.023973972882782135,-2.4619917318239724,0.015237490523212674,0.4449845385756724,False
rat2rev,ja,nDCG@10,jina-v3,jina-v3+q2e_zs.gpt-4.1-mini,121,-0.020597657356885173,-2.47213134914593,0.014832817952522413,0.4449845385756724,False
rat2rev,ja,nDCG@10,jina-v3,jina-v3+q2e_zs.qwen3.5-9b,121,-0.02773683292712435,-2.930745174829882,0.004049468850774615,0.1295830032247877,False
rat2rev,ja,nDCG@10,jina-v3,jina-v3+task_q2e.gpt-4.1-mini,121,0.009115799664127133,1.502566131578205,0.1355780152227337,1.0,False
rat2rev,ja,nDCG@10,jina-v3,jina-v3+task_q2e.qwen3.5-9b,121,0.006175779010574761,0.9933648448233423,0.32253102644473647,1.0,False
rat2rev,ja,nDCG@10,jina-v3,mcontriever,121,-0.06310141513623946,-3.2528522713261054,0.001483967869596154,0.05045490756626924,False
rat2rev,ja,nDCG@10,jina-v3,mcontriever-maxp-both,121,-0.06219399717169774,-3.4092729165791176,0.0008876566160872338,0.03195563817914041,True
rat2rev,ja,nDCG@10,jina-v3,mcontriever-maxp-doc,121,-0.06219399717169774,-3.4092729165791176,0.0008876566160872338,0.03195563817914041,True
rat2rev,ja,nDCG@10,jina-v3,mcontriever-maxp-q,121,-0.06310141513623946,-3.2528522713261054,0.001483967869596154,0.05045490756626924,False
rat2rev,ja,nDCG@10,jina-v3,mdpr,121,-0.041544328487232024,-1.9564766904301842,0.0527319785847179,1.0,False
rat2rev,ja,nDCG@10,jina-v3,mdpr-maxp-both,121,-0.03813994967975462,-1.7960534719761405,0.07500218085324024,1.0,False
rat2rev,ja,nDCG@10,jina-v3,mdpr-maxp-doc,121,-0.03813994967975462,-1.7960534719761405,0.07500218085324024,1.0,False
rat2rev,ja,nDCG@10,jina-v3,mdpr-maxp-q,121,-0.041544328487232024,-1.9564766904301842,0.0527319785847179,1.0,False
rat2rev,ja,nDCG@10,jina-v3,me5-base,121,-0.02153976524062756,-1.3590667280198672,0.17667425485441737,1.0,False
rat2rev,ja,nDCG@10,jina-v3,me5-base-maxp-both,121,-0.02104131496467271,-1.3720023733201714,0.1726221529157949,1.0,False
rat2rev,ja,nDCG@10,jina-v3,me5-base-maxp-doc,121,-0.02104131496467271,-1.3720023733201714,0.1726221529157949,1.0,False
rat2rev,ja,nDCG@10,jina-v3,me5-base-maxp-q,121,-0.02153976524062756,-1.3590667280198672,0.17667425485441737,1.0,False
rat2rev,ja,nDCG@10,jina-v3,qwen3-reranker-0.6b+bm25,121,0.050390732675623516,2.57938280497616,0.011104480379051988,0.3442388917506116,False
rat2rev,ja,nDCG@10,jina-v3,qwen3-reranker-4b+bm25,121,0.02750935343806018,1.47632194413283,0.14247684967888383,1.0,False
rat2rev,ja,nDCG@10,jina-v3,qwen3-reranker-8b+bm25,121,0.03389993585843786,1.9363614862957264,0.055174715508470876,1.0,False
rat2rev,ja,nDCG@10,jina-v3,rankgpt-gpt-4.1-mini+bm25,121,0.1055213435465228,5.648112717836224,1.1092415191091281e-07,4.215117772614687e-06,True
rat2rev,ja,nDCG@10,jina-v3,rankgpt-gpt-4.1-nano+bm25,121,0.0268676662680497,1.4097531835545536,0.1611990770795506,1.0,False
rat2rev,ja,nDCG@10,jina-v3,rankgpt-gpt-5.4-mini+bm25,121,0.08831932105803117,4.378044420080505,2.5738398656437536e-05,0.0009523207502881888,True
rat2rev,ja,nDCG@100,jina-v3,bge-m3,121,-0.04185180258092512,-2.878125823366203,0.004737301178407945,0.11738955296260202,False
rat2rev,ja,nDCG@100,jina-v3,bge-reranker-v2-m3+bm25,121,0.012173605403654435,0.8294794728197544,0.4084801493393439,1.0,False
rat2rev,ja,nDCG@100,jina-v3,bm25,121,0.0028090535319899184,0.1873035432744467,0.8517389696924662,1.0,False
rat2rev,ja,nDCG@100,jina-v3,bm25+d2e,121,0.029290359635386697,2.1610964391834773,0.032674459892275715,0.5956094208171475,False
rat2rev,ja,nDCG@100,jina-v3,bm25+d2q,121,0.013257823916497052,0.8605356187498894,0.3912099253128331,1.0,False
rat2rev,ja,nDCG@100,jina-v3,bm25+q2d_zs.gpt-4.1-mini,121,-0.0014774308594932468,-0.09945689117673433,0.9209414727595457,1.0,False
rat2rev,ja,nDCG@100,jina-v3,bm25+q2d_zs.qwen3.5-9b,121,-0.00843156377444363,-0.567046974729617,0.5717414622083383,1.0,False
rat2rev,ja,nDCG@100,jina-v3,bm25+q2e_zs.gpt-4.1-mini,121,0.006191998976643894,0.4159308050534208,0.6782035280373474,1.0,False
rat2rev,ja,nDCG@100,jina-v3,bm25+q2e_zs.qwen3.5-9b,121,0.004373020780487258,0.3043225320039848,0.7614092866456862,1.0,False
rat2rev,ja,nDCG@100,jina-v3,bm25+task_q2e.gpt-4.1-mini,121,0.008753999238704003,0.614618342180374,0.5399704350198001,1.0,False
rat2rev,ja,nDCG@100,jina-v3,bm25+task_q2e.qwen3.5-9b,121,0.009778576359084839,0.6746325890100875,0.5012068990292484,1.0,False
rat2rev,ja,nDCG@100,jina-v3,jina-reranker-v2+bm25,121,-0.020917238685888885,-1.4254057367367634,0.15663589371075481,1.0,False
rat2rev,ja,nDCG@100,jina-v3,jina-v3+d2e,121,-0.003463448705777831,-0.6851179416809552,0.49459078139033996,1.0,False
rat2rev,ja,nDCG@100,jina-v3,jina-v3+d2q,121,-0.01994104335542424,-3.2648765460514264,0.0014273496638853816,0.038538440924905305,True
rat2rev,ja,nDCG@100,jina-v3,jina-v3+q2d_zs.gpt-4.1-mini,121,-0.01879374177795904,-3.8320368725924268,0.00020375314446287475,0.006316347478349117,True
rat2rev,ja,nDCG@100,jina-v3,jina-v3+q2d_zs.qwen3.5-9b,121,-0.024902002383309,-3.6229084119035577,0.0004282564362756063,0.011991180215716976,True
rat2rev,ja,nDCG@100,jina-v3,jina-v3+q2e_zs.gpt-4.1-mini,121,-0.015214486642468274,-2.5592045506685808,0.011733870058421737,0.23467740116843472,False
rat2rev,ja,nDCG@100,jina-v3,jina-v3+q2e_zs.qwen3.5-9b,121,-0.033550280583847215,-4.689368278773663,7.314563827164856e-06,0.0002633242977779348,True
rat2rev,ja,nDCG@100,jina-v3,jina-v3+task_q2e.gpt-4.1-mini,121,0.0031321756771520107,0.8720463626805541,0.38492454649845453,1.0,False
rat2rev,ja,nDCG@100,jina-v3,jina-v3+task_q2e.qwen3.5-9b,121,0.005779326358650412,1.2795463404528011,0.2031731601710548,1.0,False
rat2rev,ja,nDCG@100,jina-v3,mcontriever,121,-0.06500196953177799,-3.9996621293322736,0.00011008232940966152,0.00363271687051883,True
rat2rev,ja,nDCG@100,jina-v3,mcontriever-maxp-both,121,-0.057274242059395665,-3.7512915669592797,0.0002723501140166696,0.008170503420500089,True
rat2rev,ja,nDCG@100,jina-v3,mcontriever-maxp-doc,121,-0.057274242059395665,-3.7512915669592797,0.0002723501140166696,0.008170503420500089,True
rat2rev,ja,nDCG@100,jina-v3,mcontriever-maxp-q,121,-0.06500196953177799,-3.9996621293322736,0.00011008232940966152,0.00363271687051883,True
rat2rev,ja,nDCG@100,jina-v3,mdpr,121,-0.07777658186084316,-4.7139821850968255,6.606869697406087e-06,0.0002510610485014313,True
rat2rev,ja,nDCG@100,jina-v3,mdpr-maxp-both,121,-0.07485811323631227,-4.626108456480771,9.486612936356376e-06,0.00033203145277247315,True
rat2rev,ja,nDCG@100,jina-v3,mdpr-maxp-doc,121,-0.07485811323631227,-4.626108456480771,9.486612936356376e-06,0.00033203145277247315,True
rat2rev,ja,nDCG@100,jina-v3,mdpr-maxp-q,121,-0.07777658186084316,-4.7139821850968255,6.606869697406087e-06,0.0002510610485014313,True
rat2rev,ja,nDCG@100,jina-v3,me5-base,121,-0.03600096384827883,-2.881110851478698,0.004695582118504081,0.11738955296260202,False
rat2rev,ja,nDCG@100,jina-v3,me5-base-maxp-both,121,-0.03165894663826224,-2.7485057988061077,0.006911873117895279,0.15206120859369615,False
rat2rev,ja,nDCG@100,jina-v3,me5-base-maxp-doc,121,-0.03165894663826224,-2.7485057988061077,0.006911873117895279,0.15206120859369615,False
rat2rev,ja,nDCG@100,jina-v3,me5-base-maxp-q,121,-0.03600096384827883,-2.881110851478698,0.004695582118504081,0.11738955296260202,False
rat2rev,ja,nDCG@100,jina-v3,qwen3-reranker-0.6b+bm25,121,0.01232511076420662,0.8066610804675348,0.4214576184599835,1.0,False
rat2rev,ja,nDCG@100,jina-v3,qwen3-reranker-4b+bm25,121,0.005321517927768144,0.36903231274052817,0.7127539653920113,1.0,False
rat2rev,ja,nDCG@100,jina-v3,qwen3-reranker-8b+bm25,121,0.008426526212715932,0.5562421759755721,0.5790810625059519,1.0,False
rat2rev,ja,nDCG@100,jina-v3,rankgpt-gpt-4.1-mini+bm25,121,0.04674608730866802,3.0850632964296314,0.0025266710613529838,0.06569344759517758,False
rat2rev,ja,nDCG@100,jina-v3,rankgpt-gpt-4.1-nano+bm25,121,0.005475613488026759,0.3732454917764718,0.7096242689162118,1.0,False
rat2rev,ja,nDCG@100,jina-v3,rankgpt-gpt-5.4-mini+bm25,121,0.03196751254263618,2.178184233185941,0.03134786425353408,0.5956094208171475,False
rat2rev,ja,nDCG@1000,jina-v3,bge-m3,121,-0.050941116135741156,-3.784721842311557,0.00024164232189610648,0.004681840855114779,True
rat2rev,ja,nDCG@1000,jina-v3,bge-reranker-v2-m3+bm25,121,-0.08688767587662985,-5.336685879583784,4.5380253303101007e-07,1.5101153355739535e-05,True
rat2rev,ja,nDCG@1000,jina-v3,bm25,121,0.0001712609330261352,0.01295072062259171,0.9896886154071446,1.0,False
rat2rev,ja,nDCG@1000,jina-v3,bm25+d2e,121,0.03476673451575976,2.788574197887971,0.006158222800843326,0.07389867361011991,False
rat2rev,ja,nDCG@1000,jina-v3,bm25+d2q,121,0.012356354017650471,0.9408640888031299,0.34866466152469755,1.0,False
rat2rev,ja,nDCG@1000,jina-v3,bm25+q2d_zs.gpt-4.1-mini,121,-0.0011757719023854298,-0.08983152007107344,0.9285708635659755,1.0,False
rat2rev,ja,nDCG@1000,jina-v3,bm25+q2d_zs.qwen3.5-9b,121,-0.006690768049074153,-0.5190823718726223,0.6046593185778736,1.0,False
rat2rev,ja,nDCG@1000,jina-v3,bm25+q2e_zs.gpt-4.1-mini,121,0.004630000114192742,0.3524061100597931,0.7251518940413797,1.0,False
rat2rev,ja,nDCG@1000,jina-v3,bm25+q2e_zs.qwen3.5-9b,121,0.004391198698283605,0.35147982561816143,0.7258447976163771,1.0,False
rat2rev,ja,nDCG@1000,jina-v3,bm25+task_q2e.gpt-4.1-mini,121,0.006862374461752549,0.543294111758926,0.5879351259497436,1.0,False
rat2rev,ja,nDCG@1000,jina-v3,bm25+task_q2e.qwen3.5-9b,121,0.009581060815271122,0.7492756133312071,0.45515740390158826,1.0,False
rat2rev,ja,nDCG@1000,jina-v3,jina-reranker-v2+bm25,121,-0.11969727613899589,-7.613914861313561,6.725825575912691e-12,2.5558137188468224e-10,True
rat2rev,ja,nDCG@1000,jina-v3,jina-v3+d2e,121,-0.0019397039738053192,-0.46451251540920047,0.6431222752593316,1.0,False
rat2rev,ja,nDCG@1000,jina-v3,jina-v3+d2q,121,-0.020307749989813783,-3.6659746164339424,0.00036837206926851486,0.006262325177564753,True
rat2rev,ja,nDCG@1000,jina-v3,jina-v3+q2d_zs.gpt-4.1-mini,121,-0.01543854893968352,-3.4910991868636745,0.0006738843957558741,0.010782150332093985,True
rat2rev,ja,nDCG@1000,jina-v3,jina-v3+q2d_zs.qwen3.5-9b,121,-0.020956307779494202,-3.189383578478841,0.001819147047027722,0.02728720570541583,True
rat2rev,ja,nDCG@1000,jina-v3,jina-v3+q2e_zs.gpt-4.1-mini,121,-0.015659170985982417,-2.8965020074206014,0.004485769315567626,0.058315001102379145,False
rat2rev,ja,nDCG@1000,jina-v3,jina-v3+q2e_zs.qwen3.5-9b,121,-0.03145402196462776,-4.834213141997305,4.000407839114923e-06,0.00011201141949521784,True
rat2rev,ja,nDCG@1000,jina-v3,jina-v3+task_q2e.gpt-4.1-mini,121,0.003410202708354602,1.111535467458247,0.2685599681579936,1.0,False
rat2rev,ja,nDCG@1000,jina-v3,jina-v3+task_q2e.qwen3.5-9b,121,0.004717016434566736,1.1516390437205144,0.25175876189535873,1.0,False
rat2rev,ja,nDCG@1000,jina-v3,mcontriever,121,-0.05887892917059663,-4.210400253291077,4.9523629688153494e-05,0.0012876143718919908,True
rat2rev,ja,nDCG@1000,jina-v3,mcontriever-maxp-both,121,-0.049437756778730906,-3.793558932525581,0.00023409204275573895,0.004681840855114779,True
rat2rev,ja,nDCG@1000,jina-v3,mcontriever-maxp-doc,121,-0.049437756778730906,-3.793558932525581,0.00023409204275573895,0.004681840855114779,True
rat2rev,ja,nDCG@1000,jina-v3,mcontriever-maxp-q,121,-0.05887892917059663,-4.210400253291077,4.9523629688153494e-05,0.0012876143718919908,True
rat2rev,ja,nDCG@1000,jina-v3,mdpr,121,-0.0824886607591367,-5.309368434677038,5.12418533372895e-07,1.639739306793264e-05,True
rat2rev,ja,nDCG@1000,jina-v3,mdpr-maxp-both,121,-0.07689702490620688,-5.107146482946367,1.2456264706893674e-06,3.736879412068102e-05,True
rat2rev,ja,nDCG@1000,jina-v3,mdpr-maxp-doc,121,-0.07689702490620688,-5.107146482946367,1.2456264706893674e-06,3.736879412068102e-05,True
rat2rev,ja,nDCG@1000,jina-v3,mdpr-maxp-q,121,-0.0824886607591367,-5.309368434677038,5.12418533372895e-07,1.639739306793264e-05,True
rat2rev,ja,nDCG@1000,jina-v3,me5-base,121,-0.046040749432766585,-4.050706307488626,9.094435385180332e-05,0.0021826644924432797,True
rat2rev,ja,nDCG@1000,jina-v3,me5-base-maxp-both,121,-0.04234292208271964,-4.013131465992964,0.00010468859460219856,0.0023031490812483683,True
rat2rev,ja,nDCG@1000,jina-v3,me5-base-maxp-doc,121,-0.04234292208271964,-4.013131465992964,0.00010468859460219856,0.0023031490812483683,True
rat2rev,ja,nDCG@1000,jina-v3,me5-base-maxp-q,121,-0.046040749432766585,-4.050706307488626,9.094435385180332e-05,0.0021826644924432797,True
rat2rev,ja,nDCG@1000,jina-v3,qwen3-reranker-0.6b+bm25,121,-0.08654429152914787,-5.3415116871270225,4.441515692864569e-07,1.5101153355739535e-05,True
rat2rev,ja,nDCG@1000,jina-v3,qwen3-reranker-4b+bm25,121,-0.09341398157437163,-5.940450861785662,2.8461990484589098e-08,1.0530936479297966e-06,True
rat2rev,ja,nDCG@1000,jina-v3,qwen3-reranker-8b+bm25,121,-0.09032619546041491,-5.55011825798187,1.7360625249372115e-07,6.07621883728024e-06,True
rat2rev,ja,nDCG@1000,jina-v3,rankgpt-gpt-4.1-mini+bm25,121,-0.052078406763053385,-3.061366218584339,0.0027195048090386613,0.03807306732654126,True
rat2rev,ja,nDCG@1000,jina-v3,rankgpt-gpt-4.1-nano+bm25,121,-0.09321298573829387,-5.847043984852443,4.4123651933270586e-08,1.5884514695977411e-06,True
rat2rev,ja,nDCG@1000,jina-v3,rankgpt-gpt-5.4-mini+bm25,121,-0.06675986895065812,-4.253585359661908,4.190670512751533e-05,0.001131481038442914,True
rat2rev,ja,AP,jina-v3,bge-m3,121,-0.025921648082568277,-1.7693574428968857,0.07937449278745855,1.0,False
rat2rev,ja,AP,jina-v3,bge-reranker-v2-m3+bm25,121,0.006792195452643704,0.4553300781014135,0.6496945759799236,1.0,False
rat2rev,ja,AP,jina-v3,bm25,121,0.014062379451085166,0.920101659121394,0.35936557133276814,1.0,False
rat2rev,ja,AP,jina-v3,bm25+d2e,121,0.033521860874229814,2.409260150622792,0.017504806198569697,0.4376201549642424,False
rat2rev,ja,AP,jina-v3,bm25+d2q,121,0.026352418175429243,1.7261118428280462,0.08690104111279144,1.0,False
rat2rev,ja,AP,jina-v3,bm25+q2d_zs.gpt-4.1-mini,121,0.012970630380678626,0.855338743521966,0.3940682082072582,1.0,False
rat2rev,ja,AP,jina-v3,bm25+q2d_zs.qwen3.5-9b,121,0.008341112178986447,0.5518048211458422,0.5821082405437283,1.0,False
rat2rev,ja,AP,jina-v3,bm25+q2e_zs.gpt-4.1-mini,121,0.017357673186432398,1.1386006697523823,0.2571377328585565,1.0,False
rat2rev,ja,AP,jina-v3,bm25+q2e_zs.qwen3.5-9b,121,0.016109036301984764,1.080965091278845,0.28188027129754256,1.0,False
rat2rev,ja,AP,jina-v3,bm25+task_q2e.gpt-4.1-mini,121,0.018505858035044905,1.2307392770246506,0.22082732259745635,1.0,False
rat2rev,ja,AP,jina-v3,bm25+task_q2e.qwen3.5-9b,121,0.020258741429226318,1.3508034046763406,0.17930006473875312,1.0,False
rat2rev,ja,AP,jina-v3,jina-reranker-v2+bm25,121,-0.030942463443335896,-2.203450507880564,0.029472142259228014,0.6483871297030163,False
rat2rev,ja,AP,jina-v3,jina-v3+d2e,121,-0.002437925050298203,-0.6533234202432522,0.5147976473091789,1.0,False
rat2rev,ja,AP,jina-v3,jina-v3+d2q,121,-0.01894913855368819,-3.222787591995617,0.0016348308791208743,0.06048874252747235,False
rat2rev,ja,AP,jina-v3,jina-v3+q2d_zs.gpt-4.1-mini,121,-0.0116402683356267,-2.9692904194011334,0.0036052239070835097,0.11536716502667231,False
rat2rev,ja,AP,jina-v3,jina-v3+q2d_zs.qwen3.5-9b,121,-0.017039702974851162,-2.8404701061842834,0.005293559179900863,0.15351321621712502,False
rat2rev,ja,AP,jina-v3,jina-v3+q2e_zs.gpt-4.1-mini,121,-0.011461393615906154,-1.9752289287068334,0.05053780805431892,0.9602183530320595,False
rat2rev,ja,AP,jina-v3,jina-v3+q2e_zs.qwen3.5-9b,121,-0.023088184879732212,-3.8478460633747904,0.00019240523862248257,0.0073113990676543375,True
rat2rev,ja,AP,jina-v3,jina-v3+task_q2e.gpt-4.1-mini,121,0.004445131473256838,1.4679806510862388,0.14472577314021087,1.0,False
rat2rev,ja,AP,jina-v3,jina-v3+task_q2e.qwen3.5-9b,121,0.004711431448415361,1.2248192336165376,0.22304221073617705,1.0,False
rat2rev,ja,AP,jina-v3,mcontriever,121,-0.04349486588788642,-2.8647935195400973,0.004927813298817489,0.15276221226334213,False
rat2rev,ja,AP,jina-v3,mcontriever-maxp-both,121,-0.03603015060891663,-2.4988739927926438,0.013811138327838212,0.3729007348516317,False
rat2rev,ja,AP,jina-v3,mcontriever-maxp-doc,121,-0.03603015060891663,-2.4988739927926438,0.013811138327838212,0.3729007348516317,False
rat2rev,ja,AP,jina-v3,mcontriever-maxp-q,121,-0.04349486588788642,-2.8647935195400973,0.004927813298817489,0.15276221226334213,False
rat2rev,ja,AP,jina-v3,mdpr,121,-0.047070608982874046,-3.0271943819074836,0.0030216314244023413,0.10557420322452654,False
rat2rev,ja,AP,jina-v3,mdpr-maxp-both,121,-0.046259169917257356,-3.0369214795081794,0.002932616756236848,0.10557420322452654,False
rat2rev,ja,AP,jina-v3,mdpr-maxp-doc,121,-0.046259169917257356,-3.0369214795081794,0.002932616756236848,0.10557420322452654,False
rat2rev,ja,AP,jina-v3,mdpr-maxp-q,121,-0.047070608982874046,-3.0271943819074836,0.0030216314244023413,0.10557420322452654,False
rat2rev,ja,AP,jina-v3,me5-base,121,-0.022067063297245997,-2.1071777598539185,0.03718433881079557,0.7808711150267069,False
rat2rev,ja,AP,jina-v3,me5-base-maxp-both,121,-0.022781031844115826,-2.277586004226933,0.024521485692522577,0.5885156566205418,False
rat2rev,ja,AP,jina-v3,me5-base-maxp-doc,121,-0.022781031844115826,-2.277586004226933,0.024521485692522577,0.5885156566205418,False
rat2rev,ja,AP,jina-v3,me5-base-maxp-q,121,-0.022067063297245997,-2.1071777598539185,0.03718433881079557,0.7808711150267069,False
rat2rev,ja,AP,jina-v3,qwen3-reranker-0.6b+bm25,121,0.00453901409607706,0.2882266971271271,0.7736704532908594,1.0,False
rat2rev,ja,AP,jina-v3,qwen3-reranker-4b+bm25,121,-0.004005815781345,-0.27930306338935146,0.7804930650493488,1.0,False
rat2rev,ja,AP,jina-v3,qwen3-reranker-8b+bm25,121,0.0020300712522911654,0.13750297711069598,0.8908636896710886,1.0,False
rat2rev,ja,AP,jina-v3,rankgpt-gpt-4.1-mini+bm25,121,0.04757732465091928,2.8016007044105677,0.005929842683353028,0.16603559513388477,False
rat2rev,ja,AP,jina-v3,rankgpt-gpt-4.1-nano+bm25,121,-0.005276823774371978,-0.35986189680229197,0.7195829616026772,1.0,False
rat2rev,ja,AP,jina-v3,rankgpt-gpt-5.4-mini+bm25,121,0.029139740412822943,1.8138968976238259,0.07219228087106457,1.0,False
rev2rev,en,R@10,jina-v3,bge-m3,503,-0.024199646413338823,-3.3620047650178337,0.0008328324850348883,0.01915514715580243,True
rev2rev,en,R@10,jina-v3,bge-reranker-v2-m3+bm25,503,-0.06304181401863147,-6.942502003055517,1.1963473400708219e-11,4.0675809562407943e-10,True
rev2rev,en,R@10,jina-v3,bm25,503,-0.005931234978479603,-0.7786541835139488,0.43655032275023553,1.0,False
rev2rev,en,R@10,jina-v3,bm25+d2e,503,-0.0013291627399878631,-0.17036209534894883,0.864794017380717,1.0,False
rev2rev,en,R@10,jina-v3,bm25+d2q,503,-0.006997280827271879,-0.9085018972424754,0.3640490497606263,1.0,False
rev2rev,en,R@10,jina-v3,bm25+q2d_zs.gpt-4.1-mini,503,-0.004355090174203585,-0.5718804530356637,0.5676589479898033,1.0,False
rev2rev,en,R@10,jina-v3,bm25+q2d_zs.qwen3.5-9b,503,-0.004726099544314324,-0.6011666710287525,0.5480003322276296,1.0,False
rev2rev,en,R@10,jina-v3,bm25+q2e_zs.gpt-4.1-mini,503,-0.0005711219518655892,-0.07083925352748169,0.9435539019593888,1.0,False
rev2rev,en,R@10,jina-v3,bm25+q2e_zs.qwen3.5-9b,503,-0.0017996077727967345,-0.22834312922215974,0.8194724807322987,1.0,False
rev2rev,en,R@10,jina-v3,bm25+task_q2e.gpt-4.1-mini,503,-0.004082143345452263,-0.5371794208362052,0.5913816984921604,1.0,False
rev2rev,en,R@10,jina-v3,bm25+task_q2e.qwen3.5-9b,503,-0.00568872720849736,-0.7474242272875806,0.45515747866698003,1.0,False
rev2rev,en,R@10,jina-v3,jina-reranker-v2+bm25,503,-0.009502144995559986,-1.2323002048955942,0.21841381144776148,1.0,False
rev2rev,en,R@10,jina-v3,jina-v3+d2e,503,-0.018307775936921938,-3.807069366173849,0.0001580079109307416,0.00395019777326854,True
rev2rev,en,R@10,jina-v3,jina-v3+d2q,503,-0.022331109192279174,-4.374897426890862,1.4783771972442107e-05,0.000413945615228379,True
rev2rev,en,R@10,jina-v3,jina-v3+q2d_zs.gpt-4.1-mini,503,-0.007686520780369185,-2.491284737044942,0.013050057843600716,0.27405121471561505,False
