task,lang,metric,baseline,method,n_queries,meandiff,t_stat,p_raw,p_adj_holm,reject
rat2rev,en,nDCG@100,jina-v3,mdpr-maxp-doc,113,-0.15516278796604802,-8.53481455480178,7.729060259958682e-14,2.859752296184712e-12,True
rat2rev,en,nDCG@100,jina-v3,mdpr-maxp-q,113,-0.15551029062725408,-8.359862118908515,1.9294465036331527e-13,6.94600741307935e-12,True
rat2rev,en,nDCG@100,jina-v3,me5-base,113,-0.07599589119292902,-4.999792596155462,2.13954523871943e-06,6.204681192286346e-05,True
rat2rev,en,nDCG@100,jina-v3,me5-base-maxp-both,113,-0.06358486626704182,-3.955713686818442,0.0001341707030382334,0.0028175847638029013,True
rat2rev,en,nDCG@100,jina-v3,me5-base-maxp-doc,113,-0.07629024413901711,-4.718916930309848,6.8991015448145715e-06,0.00018627574170999343,True
rat2rev,en,nDCG@100,jina-v3,me5-base-maxp-q,113,-0.06179814264238406,-4.139736401512444,6.762467760519967e-05,0.001622992262524792,True
rat2rev,en,nDCG@100,jina-v3,qwen3-reranker-0.6b+bm25,113,-0.020469818386093516,-1.2225785950129529,0.22405541017568198,1.0,False
rat2rev,en,nDCG@100,jina-v3,qwen3-reranker-4b+bm25,113,-0.022392845410937924,-1.2581120003669561,0.21096781730452763,1.0,False
rat2rev,en,nDCG@100,jina-v3,qwen3-reranker-8b+bm25,113,-0.016610486669408703,-0.9579502953000334,0.3401511402005341,1.0,False
rat2rev,en,nDCG@100,jina-v3,rankgpt-gpt-4.1-mini+bm25,113,-0.020546687609355265,-1.1946645746151532,0.23474190726983576,1.0,False
rat2rev,en,nDCG@100,jina-v3,rankgpt-gpt-4.1-nano+bm25,113,-0.06130205687241067,-3.9472078549523157,0.00013841941806607203,0.0028175847638029013,True
rat2rev,en,nDCG@100,jina-v3,rankgpt-gpt-5.4-mini+bm25,113,-0.008929497687606066,-0.48566716454808523,0.6281519323137476,1.0,False
rat2rev,en,nDCG@1000,jina-v3,bge-m3,113,-0.08440311783806732,-6.37856866300317,4.1403863277601045e-09,1.1593081717728293e-07,True
rat2rev,en,nDCG@1000,jina-v3,bge-reranker-v2-m3+bm25,113,-0.14642496057576476,-9.725119063058495,1.4227060753286615e-16,4.837200656117449e-15,True
rat2rev,en,nDCG@1000,jina-v3,bm25,113,-0.08467040461653433,-5.234035890357451,7.827003101407254e-07,1.721940682309596e-05,True
rat2rev,en,nDCG@1000,jina-v3,bm25+d2e,113,-0.03072031008130127,-2.130624248991492,0.03530798710465215,0.21184792262791288,False
rat2rev,en,nDCG@1000,jina-v3,bm25+d2q,113,-0.08073152939886394,-5.179063753829438,9.933009511152374e-07,2.0859319973419984e-05,True
rat2rev,en,nDCG@1000,jina-v3,bm25+q2d_zs.gpt-4.1-mini,113,-0.08409073760803054,-5.247099343833767,7.394617871374903e-07,1.7007621104162278e-05,True
rat2rev,en,nDCG@1000,jina-v3,bm25+q2d_zs.qwen3.5-9b,113,-0.0876398557057274,-5.437102998794819,3.208008505222637e-07,7.69922041253433e-06,True
rat2rev,en,nDCG@1000,jina-v3,bm25+q2e_zs.gpt-4.1-mini,113,-0.07990310216101547,-4.937918578227174,2.7783792226037195e-06,3.889730911645207e-05,True
rat2rev,en,nDCG@1000,jina-v3,bm25+q2e_zs.qwen3.5-9b,113,-0.08178356234575233,-5.040023605536218,1.8034817566162587e-06,3.004613451176098e-05,True
rat2rev,en,nDCG@1000,jina-v3,bm25+task_q2e.gpt-4.1-mini,113,-0.08142956670589932,-5.044767158835239,1.7674196771624104e-06,3.004613451176098e-05,True
rat2rev,en,nDCG@1000,jina-v3,bm25+task_q2e.qwen3.5-9b,113,-0.08235654230902784,-5.0960807664544845,1.4195515535404642e-06,2.5551927963728357e-05,True
rat2rev,en,nDCG@1000,jina-v3,jina-reranker-v2+bm25,113,-0.10206208920372685,-5.788073242208605,6.590455989207864e-08,1.6476139973019661e-06,True
rat2rev,en,nDCG@1000,jina-v3,jina-v3+d2e,113,0.02116952929182253,2.6737742525550225,0.008622176654225907,0.06035523657958135,False
rat2rev,en,nDCG@1000,jina-v3,jina-v3+d2q,113,-0.03864832255762531,-4.571033059147827,1.257396531208561e-05,0.0001383136184329417,True
rat2rev,en,nDCG@1000,jina-v3,jina-v3+q2d_zs.gpt-4.1-mini,113,-0.003962354134056043,-0.9868891969021951,0.3258241821649112,0.9774725464947336,False
rat2rev,en,nDCG@1000,jina-v3,jina-v3+q2d_zs.qwen3.5-9b,113,-0.004265615683118598,-0.8026993991993966,0.4238485741340823,0.9774725464947336,False
rat2rev,en,nDCG@1000,jina-v3,jina-v3+q2e_zs.gpt-4.1-mini,113,-0.004273326070578611,-2.0374332687214376,0.04396371169354369,0.21981855846771844,False
rat2rev,en,nDCG@1000,jina-v3,jina-v3+q2e_zs.qwen3.5-9b,113,-0.007584369270911996,-2.802533755484701,0.00597637070389208,0.04781096563113664,True
rat2rev,en,nDCG@1000,jina-v3,jina-v3+task_q2e.gpt-4.1-mini,113,0.002177511329713601,0.7105938599318193,0.4788130473506175,0.9774725464947336,False
rat2rev,en,nDCG@1000,jina-v3,jina-v3+task_q2e.qwen3.5-9b,113,0.006827181370280439,1.9553370319739412,0.053034444703902756,0.21981855846771844,False
rat2rev,en,nDCG@1000,jina-v3,mcontriever,113,-0.148320346874731,-9.212124219248503,2.173614847011342e-15,7.172928995137428e-14,True
rat2rev,en,nDCG@1000,jina-v3,mcontriever-maxp-both,113,-0.12820478265178276,-7.642968608513552,7.827159640573623e-12,2.348147892172087e-10,True
rat2rev,en,nDCG@1000,jina-v3,mcontriever-maxp-doc,113,-0.14273929152037307,-8.84749032847022,1.494106257428244e-14,4.78114002377038e-13,True
rat2rev,en,nDCG@1000,jina-v3,mcontriever-maxp-q,113,-0.12152396728855064,-7.435172507294469,2.251495516698063e-11,6.529336998424383e-10,True
rat2rev,en,nDCG@1000,jina-v3,mdpr,113,-0.19794403657205087,-11.048715851797422,1.2210020997187476e-19,4.6398079789312405e-18,True
rat2rev,en,nDCG@1000,jina-v3,mdpr-maxp-both,113,-0.18968185740055718,-10.384451936392535,4.224145473904026e-18,1.5180278285951775e-16,True
rat2rev,en,nDCG@1000,jina-v3,mdpr-maxp-doc,113,-0.19626444448595107,-10.947666887561363,2.0922686562317795e-19,7.741394028057585e-18,True
rat2rev,en,nDCG@1000,jina-v3,mdpr-maxp-q,113,-0.1900060885986885,-10.384780476814042,4.216743968319938e-18,1.5180278285951775e-16,True
rat2rev,en,nDCG@1000,jina-v3,me5-base,113,-0.08643743888583519,-6.122272073301537,1.3970407102780508e-08,3.772009917750737e-07,True
rat2rev,en,nDCG@1000,jina-v3,me5-base-maxp-both,113,-0.06720094367061175,-4.545656873721656,1.3921884501769244e-05,0.00013921884501769244,True
rat2rev,en,nDCG@1000,jina-v3,me5-base-maxp-doc,113,-0.08795001741768237,-5.889040842347509,4.142504157179994e-08,1.0770510808667985e-06,True
rat2rev,en,nDCG@1000,jina-v3,me5-base-maxp-q,113,-0.06702327028939345,-4.8080471032090495,4.778589329001166e-06,5.798827838417694e-05,True
rat2rev,en,nDCG@1000,jina-v3,qwen3-reranker-0.6b+bm25,113,-0.0891481719525261,-5.162345740825853,1.0676609813142778e-06,2.1353219626285556e-05,True
rat2rev,en,nDCG@1000,jina-v3,qwen3-reranker-4b+bm25,113,-0.09110120196318557,-5.00161452876886,2.1230882633538047e-06,3.184632395030707e-05,True
rat2rev,en,nDCG@1000,jina-v3,qwen3-reranker-8b+bm25,113,-0.08528689704315767,-4.824649553151271,4.460636798782841e-06,5.798827838417694e-05,True
rat2rev,en,nDCG@1000,jina-v3,rankgpt-gpt-4.1-mini+bm25,113,-0.08924570831002974,-5.147729579183897,1.1370988548766268e-06,2.160487824265591e-05,True
rat2rev,en,nDCG@1000,jina-v3,rankgpt-gpt-4.1-nano+bm25,113,-0.1300014068676928,-8.300727356914056,2.626323376725432e-13,8.141602467848838e-12,True
rat2rev,en,nDCG@1000,jina-v3,rankgpt-gpt-5.4-mini+bm25,113,-0.0776710507612877,-4.155923828295126,6.360824497912247e-05,0.0005724742048121022,True
rat2rev,en,AP,jina-v3,bge-m3,113,-0.034803853833376135,-3.8064783767102885,0.00023035712676171909,0.006449999549328135,True
rat2rev,en,AP,jina-v3,bge-reranker-v2-m3+bm25,113,-0.046843427221686204,-4.517700257447091,1.5568502317671064e-05,0.00046705506953013194,True
rat2rev,en,AP,jina-v3,bm25,113,-0.03030169725505004,-2.5646990968044214,0.01164955115254822,0.2562901253560608,False
rat2rev,en,AP,jina-v3,bm25+d2e,113,-0.009866355983507935,-0.8327961569880672,0.40673205522702055,1.0,False
rat2rev,en,AP,jina-v3,bm25+d2q,113,-0.03147652416264359,-2.7340151780162048,0.007274457181464933,0.18186142953662332,False
rat2rev,en,AP,jina-v3,bm25+q2d_zs.gpt-4.1-mini,113,-0.02984426011477218,-2.544835213244643,0.012294086157350911,0.2581758093043691,False
rat2rev,en,AP,jina-v3,bm25+q2d_zs.qwen3.5-9b,113,-0.03144630778700344,-2.6362659561807065,0.009571741265571306,0.22015004910814004,False
rat2rev,en,AP,jina-v3,bm25+q2e_zs.gpt-4.1-mini,113,-0.0283997581779396,-2.3934993346769917,0.018350742870705494,0.33031337167269886,False
rat2rev,en,AP,jina-v3,bm25+q2e_zs.qwen3.5-9b,113,-0.028106204988936737,-2.357735783786855,0.020121786655389263,0.3420703731416175,False
rat2rev,en,AP,jina-v3,bm25+task_q2e.gpt-4.1-mini,113,-0.028964985811111673,-2.440556620449393,0.01623172089491391,0.32408755507395975,False
rat2rev,en,AP,jina-v3,bm25+task_q2e.qwen3.5-9b,113,-0.02897304868817201,-2.4411987658809404,0.01620437775369799,0.32408755507395975,False
rat2rev,en,AP,jina-v3,jina-reranker-v2+bm25,113,-0.003929360935253857,-0.3081987834656415,0.7585035427549202,1.0,False
rat2rev,en,AP,jina-v3,jina-v3+d2e,113,0.013553803695594242,1.9334669781920044,0.0557026460082539,0.8355396901238085,False
rat2rev,en,AP,jina-v3,jina-v3+d2q,113,-0.013491008332372949,-1.8939548853281751,0.06081070646216265,0.8435324759320425,False
rat2rev,en,AP,jina-v3,jina-v3+q2d_zs.gpt-4.1-mini,113,8.130891276375026e-05,0.021693189354963657,0.9827312974710141,1.0,False
rat2rev,en,AP,jina-v3,jina-v3+q2d_zs.qwen3.5-9b,113,0.0002672373735413131,0.05719619833333842,0.95449082330938,1.0,False
rat2rev,en,AP,jina-v3,jina-v3+q2e_zs.gpt-4.1-mini,113,-0.0016594285063960808,-1.0967040400800012,0.27512323454814414,1.0,False
rat2rev,en,AP,jina-v3,jina-v3+q2e_zs.qwen3.5-9b,113,-0.004418758577334494,-1.5613254785330182,0.12126824406011942,1.0,False
rat2rev,en,AP,jina-v3,jina-v3+task_q2e.gpt-4.1-mini,113,0.0033223446792412523,1.0318316891254369,0.3043739742511549,1.0,False
rat2rev,en,AP,jina-v3,jina-v3+task_q2e.qwen3.5-9b,113,0.006565423433439106,1.898135102142976,0.06025231970943161,0.8435324759320425,False
rat2rev,en,AP,jina-v3,mcontriever,113,-0.07212556396679749,-6.4476599650235435,2.972166621922968e-09,1.0314361334820943e-07,True
rat2rev,en,AP,jina-v3,mcontriever-maxp-both,113,-0.057910284846825505,-5.163941316079069,1.0603359522563772e-06,3.287041451994769e-05,True
rat2rev,en,AP,jina-v3,mcontriever-maxp-doc,113,-0.06493470861974407,-5.93638431463179,3.327629678417282e-08,1.0981177938777031e-06,True
rat2rev,en,AP,jina-v3,mcontriever-maxp-q,113,-0.05851075454107231,-5.21910896579565,8.351311559960224e-07,2.6724196991872718e-05,True
rat2rev,en,AP,jina-v3,mdpr,113,-0.07683471693287303,-6.6870987572324,9.316855354617946e-10,3.54040503475482e-08,True
rat2rev,en,AP,jina-v3,mdpr-maxp-both,113,-0.07429461148535987,-6.495340189396397,2.3623501704343455e-09,8.504460613563644e-08,True
rat2rev,en,AP,jina-v3,mdpr-maxp-doc,113,-0.07491779743245433,-6.635506233054849,1.1979688486688277e-09,4.432484740074663e-08,True
rat2rev,en,AP,jina-v3,mdpr-maxp-q,113,-0.07523983438125498,-6.449430985899391,2.9469603813774124e-09,1.0314361334820943e-07,True
rat2rev,en,AP,jina-v3,me5-base,113,-0.039579199011649614,-3.950885110356002,0.0001365670805421494,0.003960445335722333,True
rat2rev,en,AP,jina-v3,me5-base-maxp-both,113,-0.025013924558703153,-2.2093494198949264,0.02918539985968028,0.46696639775488447,False
rat2rev,en,AP,jina-v3,me5-base-maxp-doc,113,-0.034823186903653554,-3.0868078533521657,0.0025501917812139445,0.0688551780927765,False
rat2rev,en,AP,jina-v3,me5-base-maxp-q,113,-0.029731728778715782,-2.9666467339838825,0.0036810508069036207,0.09570732097949414,False
rat2rev,en,AP,jina-v3,qwen3-reranker-0.6b+bm25,113,0.00834671107741613,0.6684127696719476,0.5052453819825817,1.0,False
rat2rev,en,AP,jina-v3,qwen3-reranker-4b+bm25,113,0.00594943974706189,0.4424871206129353,0.6589900983008197,1.0,False
rat2rev,en,AP,jina-v3,qwen3-reranker-8b+bm25,113,0.013859922963235167,1.0352099608110972,0.3028008825534116,1.0,False
rat2rev,en,AP,jina-v3,rankgpt-gpt-4.1-mini+bm25,113,0.009162108909951734,0.7438659959578467,0.4585152823927848,1.0,False
rat2rev,en,AP,jina-v3,rankgpt-gpt-4.1-nano+bm25,113,-0.0307579607316949,-2.679933016461545,0.008474683615252557,0.20339240676606138,False
rat2rev,en,AP,jina-v3,rankgpt-gpt-5.4-mini+bm25,113,0.021787706524529438,1.4604480586538586,0.14696652997238036,1.0,False
rat2rev,ja,R@10,jina-v3,bge-m3,121,-0.0014330508215266984,-0.10198417131027687,0.9189394573354105,1.0,False
rat2rev,ja,R@10,jina-v3,bge-reranker-v2-m3+bm25,121,0.03707362611702375,2.183802296210554,0.03092205213278617,1.0,False
rat2rev,ja,R@10,jina-v3,bm25,121,0.018421239937508316,1.15862154136272,0.2489110304868943,1.0,False
rat2rev,ja,R@10,jina-v3,bm25+d2e,121,0.026731598508409542,1.7571186463784785,0.08144802168385276,1.0,False
rat2rev,ja,R@10,jina-v3,bm25+d2q,121,0.02464310300541652,1.697935108833388,0.09211176272512776,1.0,False
rat2rev,ja,R@10,jina-v3,bm25+q2d_zs.gpt-4.1-mini,121,0.013834187826419016,0.8988835481056785,0.370514833049725,1.0,False
rat2rev,ja,R@10,jina-v3,bm25+q2d_zs.qwen3.5-9b,121,0.01676123513888512,1.078562817975261,0.28294591072311837,1.0,False
rat2rev,ja,R@10,jina-v3,bm25+q2e_zs.gpt-4.1-mini,121,0.019465856477992625,1.2697474703615366,0.20663139621031898,1.0,False
rat2rev,ja,R@10,jina-v3,bm25+q2e_zs.qwen3.5-9b,121,0.020822658171629475,1.3647188612813537,0.17489497553492214,1.0,False
rat2rev,ja,R@10,jina-v3,bm25+task_q2e.gpt-4.1-mini,121,0.021586883837548025,1.4208412442400313,0.15795621548384783,1.0,False
rat2rev,ja,R@10,jina-v3,bm25+task_q2e.qwen3.5-9b,121,0.02349925727774593,1.5143211227817186,0.13257394120417762,1.0,False
rat2rev,ja,R@10,jina-v3,jina-reranker-v2+bm25,121,-0.0017166852834968936,-0.11241690602290588,0.910680687323105,1.0,False
rat2rev,ja,R@10,jina-v3,jina-v3+d2e,121,0.0024207300126630614,0.321136436673056,0.7486656306395628,1.0,False
rat2rev,ja,R@10,jina-v3,jina-v3+d2q,121,-0.0022229427507849406,-0.2912160893366957,0.7713888214767626,1.0,False
rat2rev,ja,R@10,jina-v3,jina-v3+q2d_zs.gpt-4.1-mini,121,-9.501141227642902e-06,-0.0013774381758751056,0.9989032509455615,1.0,False
rat2rev,ja,R@10,jina-v3,jina-v3+q2d_zs.qwen3.5-9b,121,-0.008088415032256553,-1.1378660926198247,0.25744316736553274,1.0,False
rat2rev,ja,R@10,jina-v3,jina-v3+q2e_zs.gpt-4.1-mini,121,-0.002859347755644772,-0.4609394949857935,0.6456763310008617,1.0,False
rat2rev,ja,R@10,jina-v3,jina-v3+q2e_zs.qwen3.5-9b,121,0.002961093870716138,0.3598826859343567,0.7195674545140583,1.0,False
rat2rev,ja,R@10,jina-v3,jina-v3+task_q2e.gpt-4.1-mini,121,0.01310390909868773,1.8322215223718752,0.06939802239311882,1.0,False
rat2rev,ja,R@10,jina-v3,jina-v3+task_q2e.qwen3.5-9b,121,0.019734686303966326,2.4639868614010405,0.015157095561801035,0.5153412491012352,False
rat2rev,ja,R@10,jina-v3,mcontriever,121,-0.028814618270903668,-1.8897386007622834,0.061205630001925644,1.0,False
rat2rev,ja,R@10,jina-v3,mcontriever-maxp-both,121,-0.025379457465126643,-1.849769901213944,0.06680701108569533,1.0,False
rat2rev,ja,R@10,jina-v3,mcontriever-maxp-doc,121,-0.025379457465126643,-1.849769901213944,0.06680701108569533,1.0,False
rat2rev,ja,R@10,jina-v3,mcontriever-maxp-q,121,-0.028814618270903668,-1.8897386007622834,0.061205630001925644,1.0,False
rat2rev,ja,R@10,jina-v3,mdpr,121,-0.020979461166077917,-1.3819102289382397,0.16956640100667508,1.0,False
rat2rev,ja,R@10,jina-v3,mdpr-maxp-both,121,-0.0119693277609772,-0.7620997214624271,0.4474958037675627,1.0,False
rat2rev,ja,R@10,jina-v3,mdpr-maxp-doc,121,-0.0119693277609772,-0.7620997214624271,0.4474958037675627,1.0,False
rat2rev,ja,R@10,jina-v3,mdpr-maxp-q,121,-0.020979461166077917,-1.3819102289382397,0.16956640100667508,1.0,False
rat2rev,ja,R@10,jina-v3,me5-base,121,0.002587156824635994,0.17237505146149837,0.8634330672051682,1.0,False
rat2rev,ja,R@10,jina-v3,me5-base-maxp-both,121,0.007243997078992124,0.46557711144575487,0.6423621070911165,1.0,False
rat2rev,ja,R@10,jina-v3,me5-base-maxp-doc,121,0.007243997078992124,0.46557711144575487,0.6423621070911165,1.0,False
rat2rev,ja,R@10,jina-v3,me5-base-maxp-q,121,0.002587156824635994,0.17237505146149837,0.8634330672051682,1.0,False
rat2rev,ja,R@10,jina-v3,qwen3-reranker-0.6b+bm25,121,0.04236039173427524,2.569678871197289,0.01140326913882381,0.3991144198588334,False
rat2rev,ja,R@10,jina-v3,qwen3-reranker-4b+bm25,121,0.03822155124270008,2.061450302034345,0.041419983735964054,1.0,False
rat2rev,ja,R@10,jina-v3,qwen3-reranker-8b+bm25,121,0.05398227781942123,3.3894328531162703,0.0009483292578838493,0.03413985328381858,True
rat2rev,ja,R@10,jina-v3,rankgpt-gpt-4.1-mini+bm25,121,0.06187935366617475,3.7411983053057987,0.0002823265850939202,0.010728410233568967,True
rat2rev,ja,R@10,jina-v3,rankgpt-gpt-4.1-nano+bm25,121,0.012832119183331507,0.8035416335137697,0.4232505741529765,1.0,False
rat2rev,ja,R@10,jina-v3,rankgpt-gpt-5.4-mini+bm25,121,0.05653638561239862,3.4230521857179688,0.0008476831938352773,0.031364278171905256,True
rat2rev,ja,R@100,jina-v3,bge-m3,121,-0.05583548973875921,-3.5059008635533795,0.0006408096686321614,0.019865099727597,True
rat2rev,ja,R@100,jina-v3,bge-reranker-v2-m3+bm25,121,-0.011860105234250589,-0.686289752142855,0.49385433256850697,1.0,False
rat2rev,ja,R@100,jina-v3,bm25,121,-0.011860105234250589,-0.686289752142855,0.49385433256850697,1.0,False
rat2rev,ja,R@100,jina-v3,bm25+d2e,121,0.016765811008548334,1.0626171424126583,0.29008938905563575,1.0,False
rat2rev,ja,R@100,jina-v3,bm25+d2q,121,-0.006002161979364534,-0.3414825685867869,0.7333375623820412,1.0,False
rat2rev,ja,R@100,jina-v3,bm25+q2d_zs.gpt-4.1-mini,121,-0.020253788052184214,-1.182811237402092,0.2392221517617704,1.0,False
rat2rev,ja,R@100,jina-v3,bm25+q2d_zs.qwen3.5-9b,121,-0.030019100462216484,-1.6911319053219933,0.09340724810304986,1.0,False
rat2rev,ja,R@100,jina-v3,bm25+q2e_zs.gpt-4.1-mini,121,-0.011275395248807921,-0.6531397204635353,0.5149156462937837,1.0,False
rat2rev,ja,R@100,jina-v3,bm25+q2e_zs.qwen3.5-9b,121,-0.0168962675375427,-1.0069254473049774,0.3159966857569141,1.0,False
rat2rev,ja,R@100,jina-v3,bm25+task_q2e.gpt-4.1-mini,121,-0.006267901379821245,-0.3823683399595125,0.7028645358415002,1.0,False
rat2rev,ja,R@100,jina-v3,bm25+task_q2e.qwen3.5-9b,121,-0.010962691834900803,-0.6523617127051874,0.5154155548518979,1.0,False
rat2rev,ja,R@100,jina-v3,jina-reranker-v2+bm25,121,-0.011860105234250589,-0.686289752142855,0.49385433256850697,1.0,False
rat2rev,ja,R@100,jina-v3,jina-v3+d2e,121,-0.009881947377597993,-1.0928289482707036,0.2766579562610627,1.0,False
rat2rev,ja,R@100,jina-v3,jina-v3+d2q,121,-0.01874808246288976,-2.3136741174675555,0.022387315673758523,0.4925209448226875,False
rat2rev,ja,R@100,jina-v3,jina-v3+q2d_zs.gpt-4.1-mini,121,-0.029762812115104093,-4.17669839384008,5.637387786607728e-05,0.0019167118474466276,True
rat2rev,ja,R@100,jina-v3,jina-v3+q2d_zs.qwen3.5-9b,121,-0.030186481494192806,-3.7017790915726176,0.00032471014046105655,0.01039072449475381,True
rat2rev,ja,R@100,jina-v3,jina-v3+q2e_zs.gpt-4.1-mini,121,-0.011651482232709757,-1.6366072257979407,0.1043326021098071,1.0,False
rat2rev,ja,R@100,jina-v3,jina-v3+q2e_zs.qwen3.5-9b,121,-0.03608428715569882,-3.9423159471379816,0.00013616305353431784,0.004493380766632488,True
rat2rev,ja,R@100,jina-v3,jina-v3+task_q2e.gpt-4.1-mini,121,-0.0030124166784298344,-0.5059960112724239,0.6137877381472161,1.0,False
rat2rev,ja,R@100,jina-v3,jina-v3+task_q2e.qwen3.5-9b,121,0.00722065551649755,1.1917401955716962,0.23571472381685746,1.0,False
rat2rev,ja,R@100,jina-v3,mcontriever,121,-0.06620336817133406,-3.4679623293506534,0.0007288203584869577,0.021864610754608733,True
rat2rev,ja,R@100,jina-v3,mcontriever-maxp-both,121,-0.057997254096255564,-3.2018852818429,0.0017480108751006418,0.04544828275261669,True
rat2rev,ja,R@100,jina-v3,mcontriever-maxp-doc,121,-0.057997254096255564,-3.2018852818429,0.0017480108751006418,0.04544828275261669,True
rat2rev,ja,R@100,jina-v3,mcontriever-maxp-q,121,-0.06620336817133406,-3.4679623293506534,0.0007288203584869577,0.021864610754608733,True
rat2rev,ja,R@100,jina-v3,mdpr,121,-0.13261916407598018,-7.339662634355444,2.7898313554919588e-11,1.0601359150869443e-09,True
rat2rev,ja,R@100,jina-v3,mdpr-maxp-both,121,-0.1243549773917502,-6.80697488759582,4.188619865334037e-10,1.507903151520253e-08,True
rat2rev,ja,R@100,jina-v3,mdpr-maxp-doc,121,-0.1243549773917502,-6.80697488759582,4.188619865334037e-10,1.507903151520253e-08,True
rat2rev,ja,R@100,jina-v3,mdpr-maxp-q,121,-0.13261916407598018,-7.339662634355444,2.7898313554919588e-11,1.0601359150869443e-09,True
rat2rev,ja,R@100,jina-v3,me5-base,121,-0.05567340691761079,-3.315678284200618,0.001209679084008921,0.03387101435224979,True
rat2rev,ja,R@100,jina-v3,me5-base-maxp-both,121,-0.038508900573977954,-2.5365082215984143,0.0124799363902126,0.2995184733651024,False
rat2rev,ja,R@100,jina-v3,me5-base-maxp-doc,121,-0.038508900573977954,-2.5365082215984143,0.0124799363902126,0.2995184733651024,False
rat2rev,ja,R@100,jina-v3,me5-base-maxp-q,121,-0.05567340691761079,-3.315678284200618,0.001209679084008921,0.03387101435224979,True
rat2rev,ja,R@100,jina-v3,qwen3-reranker-0.6b+bm25,121,-0.011860105234250589,-0.686289752142855,0.49385433256850697,1.0,False
rat2rev,ja,R@100,jina-v3,qwen3-reranker-4b+bm25,121,-0.011860105234250589,-0.686289752142855,0.49385433256850697,1.0,False
rat2rev,ja,R@100,jina-v3,qwen3-reranker-8b+bm25,121,-0.011860105234250589,-0.686289752142855,0.49385433256850697,1.0,False
rat2rev,ja,R@100,jina-v3,rankgpt-gpt-4.1-mini+bm25,121,-0.011860105234250589,-0.686289752142855,0.49385433256850697,1.0,False
rat2rev,ja,R@100,jina-v3,rankgpt-gpt-4.1-nano+bm25,121,-0.011860105234250589,-0.686289752142855,0.49385433256850697,1.0,False
rat2rev,ja,R@100,jina-v3,rankgpt-gpt-5.4-mini+bm25,121,-0.011860105234250589,-0.686289752142855,0.49385433256850697,1.0,False
rat2rev,ja,R@1000,jina-v3,bge-m3,121,-0.07539212191368735,-5.818692375792743,5.0369056580444366e-08,1.3095954710915536e-06,True
rat2rev,ja,R@1000,jina-v3,bge-reranker-v2-m3+bm25,121,-0.2854557186027121,-12.302952250195283,5.2881501372066825e-23,2.009497052138539e-21,True
rat2rev,ja,R@1000,jina-v3,bm25,121,-0.022214326626737113,-1.4955846928120602,0.13738721360015577,1.0,False
rat2rev,ja,R@1000,jina-v3,bm25+d2e,121,0.02468704798179617,1.7721054160611616,0.07891494857901253,0.8711054375646622,False
rat2rev,ja,R@1000,jina-v3,bm25+d2q,121,-0.016456559873617556,-1.1197499339272103,0.2650565486378771,1.0,False
rat2rev,ja,R@1000,jina-v3,bm25+q2d_zs.gpt-4.1-mini,121,-0.024559411744681157,-1.6165592891155038,0.108599387733968,1.0,False
rat2rev,ja,R@1000,jina-v3,bm25+q2d_zs.qwen3.5-9b,121,-0.02818102274158782,-1.8774359610138471,0.06288623556461638,0.817521062340013,False
rat2rev,ja,R@1000,jina-v3,bm25+q2e_zs.gpt-4.1-mini,121,-0.017992571323282507,-1.19147966794714,0.2358165383710255,1.0,False
rat2rev,ja,R@1000,jina-v3,bm25+q2e_zs.qwen3.5-9b,121,-0.01955758257926197,-1.275111797437956,0.20473288492843764,1.0,False
rat2rev,ja,R@1000,jina-v3,bm25+task_q2e.gpt-4.1-mini,121,-0.01551768434442375,-1.0401806238436027,0.3003472405849858,1.0,False
rat2rev,ja,R@1000,jina-v3,bm25+task_q2e.qwen3.5-9b,121,-0.013750313910398519,-0.9095452259983718,0.3648856194246716,1.0,False
rat2rev,ja,R@1000,jina-v3,jina-reranker-v2+bm25,121,-0.2854557186027121,-12.302952250195283,5.2881501372066825e-23,2.009497052138539e-21,True
rat2rev,ja,R@1000,jina-v3,jina-v3+d2e,121,-0.0016710416241151808,-0.3011246418962277,0.7638405990806013,1.0,False
rat2rev,ja,R@1000,jina-v3,jina-v3+d2q,121,-0.018585217993466557,-3.8711598173837456,0.00017676201681036163,0.003712002353017594,True
rat2rev,ja,R@1000,jina-v3,jina-v3+q2d_zs.gpt-4.1-mini,121,-0.012898029865451523,-2.9708929264576662,0.0035877650029594566,0.06816753505622968,False
rat2rev,ja,R@1000,jina-v3,jina-v3+q2d_zs.qwen3.5-9b,121,-0.01234242755572813,-1.8113231147505966,0.07259211979705518,0.8711054375646622,False
rat2rev,ja,R@1000,jina-v3,jina-v3+q2e_zs.gpt-4.1-mini,121,-0.010112064295496187,-2.825002750028683,0.0055388796458256786,0.08933699370971077,False
rat2rev,ja,R@1000,jina-v3,jina-v3+q2e_zs.qwen3.5-9b,121,-0.023912700093750426,-3.4678150715705627,0.0007291831282662889,0.014583662565325776,True
rat2rev,ja,R@1000,jina-v3,jina-v3+task_q2e.gpt-4.1-mini,121,0.0020046623748874504,0.7093860059933773,0.4794610234974457,1.0,False
rat2rev,ja,R@1000,jina-v3,jina-v3+task_q2e.qwen3.5-9b,121,0.00868237993316045,1.5263388814510954,0.12955692830825014,1.0,False
rat2rev,ja,R@1000,jina-v3,mcontriever,121,-0.029155734211851685,-2.8623715306207442,0.0049631663172061535,0.08933699370971077,False
